,country,time-period,sector,energy-type,value(KTOE)
374,Serbia,2009,industry,Solid fossil fuels,201.327
375,Serbia,2010,industry,Solid fossil fuels,344.489
376,Serbia,2011,industry,Solid fossil fuels,410.317
377,Serbia,2012,industry,Solid fossil fuels,313.597
378,Serbia,2013,industry,Solid fossil fuels,209.017
379,Serbia,2014,industry,Solid fossil fuels,231.671
380,Serbia,2015,industry,Solid fossil fuels,279.399
381,Serbia,2016,industry,Solid fossil fuels,352.211
382,Serbia,2017,industry,Solid fossil fuels,261.353
383,Serbia,2018,industry,Solid fossil fuels,272.918
384,Serbia,2019,industry,Solid fossil fuels,149.545
385,Serbia,2020,industry,Solid fossil fuels,208.562
386,Sweden,2009,industry,Solid fossil fuels,316.044
387,Sweden,2010,industry,Solid fossil fuels,369.728
388,Sweden,2011,industry,Solid fossil fuels,415.919
389,Sweden,2012,industry,Solid fossil fuels,402.126
390,Sweden,2013,industry,Solid fossil fuels,369.087
391,Sweden,2014,industry,Solid fossil fuels,368.737
392,Sweden,2015,industry,Solid fossil fuels,390.695
393,Sweden,2016,industry,Solid fossil fuels,372.265
394,Sweden,2017,industry,Solid fossil fuels,374.306
395,Sweden,2018,industry,Solid fossil fuels,370.807
396,Sweden,2019,industry,Solid fossil fuels,345.087
397,Sweden,2020,industry,Solid fossil fuels,302.163
398,Slovenia,2009,industry,Solid fossil fuels,54.303
399,Slovenia,2010,industry,Solid fossil fuels,47.466
400,Slovenia,2011,industry,Solid fossil fuels,52.947
401,Slovenia,2012,industry,Solid fossil fuels,50.794
402,Slovenia,2013,industry,Solid fossil fuels,47.469
403,Slovenia,2014,industry,Solid fossil fuels,45.066
404,Slovenia,2015,industry,Solid fossil fuels,39.3
405,Slovenia,2016,industry,Solid fossil fuels,36.269
406,Slovenia,2017,industry,Solid fossil fuels,38.253
407,Slovenia,2018,industry,Solid fossil fuels,40.858
408,Slovenia,2019,industry,Solid fossil fuels,39.8
409,Slovenia,2020,industry,Solid fossil fuels,28.288
410,Slovakia,2009,industry,Solid fossil fuels,453.468
411,Slovakia,2010,industry,Solid fossil fuels,378.045
412,Slovakia,2011,industry,Solid fossil fuels,361.056
413,Slovakia,2012,industry,Solid fossil fuels,354.728
414,Slovakia,2013,industry,Solid fossil fuels,315.123
415,Slovakia,2014,industry,Solid fossil fuels,320.362
416,Slovakia,2015,industry,Solid fossil fuels,313.45
417,Slovakia,2016,industry,Solid fossil fuels,284.712
418,Slovakia,2017,industry,Solid fossil fuels,299.322
419,Slovakia,2018,industry,Solid fossil fuels,311.444
420,Slovakia,2019,industry,Solid fossil fuels,280.396
421,Slovakia,2020,industry,Solid fossil fuels,255.18
422,Turkey,2009,industry,Solid fossil fuels,5775.193
423,Turkey,2010,industry,Solid fossil fuels,6547.096
424,Turkey,2011,industry,Solid fossil fuels,6341.318
425,Turkey,2012,industry,Solid fossil fuels,6146.338
426,Turkey,2013,industry,Solid fossil fuels,4999.426
427,Turkey,2014,industry,Solid fossil fuels,5298.955
428,Turkey,2015,industry,Solid fossil fuels,5631.304
429,Turkey,2016,industry,Solid fossil fuels,6192.381
430,Turkey,2017,industry,Solid fossil fuels,6027.703
431,Turkey,2018,industry,Solid fossil fuels,5945.519
432,Turkey,2019,industry,Solid fossil fuels,5769.255
433,Turkey,2020,industry,Solid fossil fuels,6476.176
434,Ukraine,2009,industry,Solid fossil fuels,3349.298
435,Ukraine,2010,industry,Solid fossil fuels,3544.875
436,Ukraine,2011,industry,Solid fossil fuels,4110.65
437,Ukraine,2012,industry,Solid fossil fuels,4272.555
438,Ukraine,2013,industry,Solid fossil fuels,4475.252
439,Ukraine,2014,industry,Solid fossil fuels,5737.537
440,Ukraine,2015,industry,Solid fossil fuels,3366.933
441,Ukraine,2016,industry,Solid fossil fuels,3092.28
442,Ukraine,2017,industry,Solid fossil fuels,2607.774
443,Ukraine,2018,industry,Solid fossil fuels,3300.023
444,Ukraine,2019,industry,Solid fossil fuels,3341.994
445,Ukraine,2020,industry,Solid fossil fuels,3170.851
446,United Kingdom,2009,industry,Solid fossil fuels,1481.294
447,United Kingdom,2010,industry,Solid fossil fuels,1584.084
448,United Kingdom,2011,industry,Solid fossil fuels,1439.002
449,United Kingdom,2012,industry,Solid fossil fuels,1525.945
450,United Kingdom,2013,industry,Solid fossil fuels,1982.397
451,United Kingdom,2014,industry,Solid fossil fuels,2029.046
452,United Kingdom,2015,industry,Solid fossil fuels,1706.639
453,United Kingdom,2016,industry,Solid fossil fuels,1462.343
454,United Kingdom,2017,industry,Solid fossil fuels,1299.407
455,United Kingdom,2018,industry,Solid fossil fuels,1169.388
456,United Kingdom,2019,industry,Solid fossil fuels,1078.851
457,Kosovo,2009,industry,Solid fossil fuels,22.776
458,Kosovo,2010,industry,Solid fossil fuels,48.946
459,Kosovo,2011,industry,Solid fossil fuels,54.866
460,Kosovo,2012,industry,Solid fossil fuels,50.867
461,Kosovo,2013,industry,Solid fossil fuels,31.61
462,Kosovo,2014,industry,Solid fossil fuels,20.949
463,Kosovo,2015,industry,Solid fossil fuels,18.755
464,Kosovo,2016,industry,Solid fossil fuels,25.674
465,Kosovo,2017,industry,Solid fossil fuels,23.301
466,Kosovo,2018,industry,Solid fossil fuels,7.217
467,Kosovo,2019,industry,Solid fossil fuels,10.388
468,Kosovo,2020,industry,Solid fossil fuels,16.681
469,Albania,2009,industry,Manufactured gases,0.0
470,Albania,2010,industry,Manufactured gases,0.0
471,Albania,2011,industry,Manufactured gases,0.0
472,Albania,2012,industry,Manufactured gases,0.0
473,Albania,2013,industry,Manufactured gases,0.0
474,Albania,2014,industry,Manufactured gases,0.0
475,Albania,2015,industry,Manufactured gases,0.0
476,Albania,2016,industry,Manufactured gases,0.0
477,Albania,2017,industry,Manufactured gases,0.0
478,Albania,2018,industry,Manufactured gases,0.0
479,Albania,2019,industry,Manufactured gases,0.0
480,Albania,2020,industry,Manufactured gases,0.0
481,Austria,2009,industry,Manufactured gases,88.361
482,Austria,2010,industry,Manufactured gases,100.339
483,Austria,2011,industry,Manufactured gases,96.831
484,Austria,2012,industry,Manufactured gases,90.258
485,Austria,2013,industry,Manufactured gases,95.452
486,Austria,2014,industry,Manufactured gases,82.777
487,Austria,2015,industry,Manufactured gases,80.561
488,Austria,2016,industry,Manufactured gases,99.954
489,Austria,2017,industry,Manufactured gases,104.806
490,Austria,2018,industry,Manufactured gases,88.126
491,Austria,2019,industry,Manufactured gases,95.87
492,Austria,2020,industry,Manufactured gases,81.424
493,Bosnia and Herzegovina,2014,industry,Manufactured gases,104.352
494,Bosnia and Herzegovina,2015,industry,Manufactured gases,105.379
495,Bosnia and Herzegovina,2016,industry,Manufactured gases,104.615
496,Bosnia and Herzegovina,2017,industry,Manufactured gases,100.244
497,Bosnia and Herzegovina,2018,industry,Manufactured gases,110.215
498,Bosnia and Herzegovina,2019,industry,Manufactured gases,121.393
499,Bosnia and Herzegovina,2020,industry,Manufactured gases,52.381
500,Belgium,2009,industry,Manufactured gases,234.609
501,Belgium,2010,industry,Manufactured gases,248.285
502,Belgium,2011,industry,Manufactured gases,232.731
503,Belgium,2012,industry,Manufactured gases,209.198
504,Belgium,2013,industry,Manufactured gases,207.366
505,Belgium,2014,industry,Manufactured gases,181.463
506,Belgium,2015,industry,Manufactured gases,162.296
507,Belgium,2016,industry,Manufactured gases,163.392
508,Belgium,2017,industry,Manufactured gases,171.581
509,Belgium,2018,industry,Manufactured gases,173.145
510,Belgium,2019,industry,Manufactured gases,153.077
511,Belgium,2020,industry,Manufactured gases,141.229
512,Bulgaria,2009,industry,Manufactured gases,0.0
